lab_method_name,lab_type,lab_csv_header,r-Modus_Soil_Test_v1,r-Modus_Soil_Test_v2,r-Analyte,f-Analyte,r-Extraction_Method,f-Extraction_Method,r-Measurement_Method,f-Measurement_Method,r-Unit_of_Measurement,f-Unit_of_Measurement_Default,r-Unit_of_Measurement_Alt,f-Unit_of_Measurement_Alt,r-UCUM_Unit_String-Unit_of_Measurement_Default,f-UCUM_Unit_String_Default,r-UCUM_Unit_String-Unit_of_Measurement_Alt,f-UCUM_Unit_String_Alt,lu-Modus_Soil_Test_v1-r-Modus_Soil_Test_v2,notes,internal_status,r-Lab,lu-lab_name-r-Lab,lu-modus_id-r-Modus_Soil_Test_v1,lu-modus_id-r-Modus_Soil_Test_v2,lu-unit_of_measurement_name-r-Unit_of_Measurement_Alt,lu-Modus_Soil_Test_v2-r-Modus_Soil_Test_v1,example_test_result
Percent Base Saturation of Cation Elements,Soil,,,,,,,,,,,,,,,,,,,"Wisconsin-approved methods and recommendations:  NCR - Recommended Chemical Soil Test Procedures for the North Central Region, NCR No. 221",,A&L Great Lakes Laboratory - Wisconsin,A&L Great Lakes Laboratory - Wisconsin,,,,,
Phosphorus,Soil,,,,,,,,,,,,,,,,,,,"Wisconsin-approved methods and recommendations:  NCR - Recommended Chemical Soil Test Procedures for the North Central Region, NCR No. 221",,A&L Great Lakes Laboratory - Wisconsin,A&L Great Lakes Laboratory - Wisconsin,,,,,
Potassium,Soil,,,,,,,,,,,,,,,,,,,"Wisconsin-approved methods and recommendations:  NCR - Recommended Chemical Soil Test Procedures for the North Central Region, NCR No. 221",,A&L Great Lakes Laboratory - Wisconsin,A&L Great Lakes Laboratory - Wisconsin,,,,,
Soil pH,Soil,,,,,,,,,,,,,,,,,,,"Wisconsin-approved methods and recommendations:  NCR - Recommended Chemical Soil Test Procedures for the North Central Region, NCR No. 221",,A&L Great Lakes Laboratory - Wisconsin,A&L Great Lakes Laboratory - Wisconsin,,,,,
Sulfur,Soil,,,,,,,,,,,,,,,,,,,"Wisconsin-approved methods and recommendations:  NCR - Recommended Chemical Soil Test Procedures for the North Central Region, NCR No. 221",,A&L Great Lakes Laboratory - Wisconsin,A&L Great Lakes Laboratory - Wisconsin,,,,,
Zinc,Soil,,,,,,,,,,,,,,,,,,,"Wisconsin-approved methods and recommendations:  NCR - Recommended Chemical Soil Test Procedures for the North Central Region, NCR No. 221",,A&L Great Lakes Laboratory - Wisconsin,A&L Great Lakes Laboratory - Wisconsin,,,,,
% Soil Moisture,Soil,,,,Moisture,Moisture,,,,,%,%,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
%CaCO3,Soil,,,,Calcium Carbonate,Calcium Carbonate,,,,,,,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Aluminum,Soil,AL,,,Aluminum,Aluminum,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Available Water Capacity,Soil,,,,Moisture,Moisture,,,,,%,%,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
B,Soil,B,S-B-DTPA-SORB.05,L_MODV2_SOIL_B_011,Boron,Boron,,DTPA-Sorbitol,,ICP-OES,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-B-DTPA-SORB.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-B-DTPA-SORB.05,L_MODV2_SOIL_B_011,,L_MODV2_SOIL_B_011,
B_SAT,Soil,B_SAT,,,Base Saturation - B,Base Saturation - B,,,,,meq/100 g,meq/100 g,,,,,,,,Apparently base saturation of boron isn't recognized by modus v1 or v2 but AL West provides it,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Buffer pH,Soil,BUFFER_PH,S-BPH-SIK1.02,L_MODV2_SOIL_BPH_007,Buffer pH,Buffer pH,,Sikora 1,,H+ ISE,,standard pH unit,,none,,,,,S-BPH-SIK1.02,"This was found on the Soil Analysis Report CSV but not listed on the Fee Schedule.
Unsure whether sikora 1 or 2.",Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-BPH-SIK1.02,L_MODV2_SOIL_BPH_007,,L_MODV2_SOIL_BPH_007,
C:N ratio,Soil,,,,C:N Ratio,C:N Ratio,,,,,none,none,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Ca,Soil,CA,S-CA-NH4AC.05,L_MODV2_SOIL_CA_003,Calcium,Calcium,,Ammonium Acetate,,ICP-OES / AAS,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-CA-NH4AC.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-CA-NH4AC.05,L_MODV2_SOIL_CA_003,,L_MODV2_SOIL_CA_003,
CA_PCT,Soil,CA_PCT,S-BS-CA.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-BS-CA.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_CABS_001,
CA_SAT,Soil,CA_SAT,S-BS-CA.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,meq/100 g,meq/100 g,,%,%,%,,%,S-BS-MG.19,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-BS-CA.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_CABS_001,
CEC,Soil,CEC,,,Cation Exchange Capacity,Cation Exchange Capacity,,,,,meq/100 g,meq/100 g,,,,,,,,"S-CEC.19
//or S-CEC-NH4N.05
//or S-CEC-AA.23",Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Chlorine,Soil,CL,S-CL-SP.01,L_MODV2_SOIL_CL_013,Chloride,Chloride,,Saturated Paste,,Spectrophotometric,ppm,ppm,,"mg/L, meq/L, ppm, lb/ac, kg/ha",mg/L,mg/L,,"mg/L, meq/L, [ppm], [lb_av]/[acr_us], kg/har",S-CL-SP.01,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-CL-SP.01,L_MODV2_SOIL_CL_013,,L_MODV2_SOIL_CL_013,
CO3,Soil,CO3,S-CO3-SP.12,L_MODV2_SOIL_CO3_004,Carbonate,Carbonate,,Saturated Paste,,Titration,,meq/L,,"meq/L, mg/L, ppm",meq/L,meq/L,,"meq/L, mg/L, [ppm]",S-CO3-SP.12,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-CO3-SP.12,L_MODV2_SOIL_CO3_004,,L_MODV2_SOIL_CO3_004,
Cu,Soil,CU,S-CU-DTPA-SORB.05,L_MODV2_SOIL_CU_003,Copper,Copper,,DTPA-Sorbitol,,ICP-OES,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-CU-DTPA-SORB.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-CU-DTPA-SORB.05,L_MODV2_SOIL_CU_003,,L_MODV2_SOIL_CU_003,
EC,Soil,EC,,,Electrical Conductivity,Electrical Conductivity,,,,,,,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
ENR,Soil,ENR,S-ENR.19,L_MODV2_SOIL_ENR_001,Estimated Nitrogen Release,Estimated Nitrogen Release,,Calculation,,Calculation,,lb/ac,,kg/ha,[ppm],[ppm],,kg/har,S-ENR.19,From CSV results we have,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-ENR.19,L_MODV2_SOIL_ENR_001,,L_MODV2_SOIL_ENR_001,
Exchangeable Sodium Percentage,Soil,ESP,S-ESP.19,L_MODV2_SOIL_XNAP_001,Exchangeable Sodium Percentage,Exchangeable Sodium Percentage,,Saturated Paste,,Calculation,,%,,%,%,%,,%,S-ESP.19,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-ESP.19,L_MODV2_SOIL_XNAP_001,,L_MODV2_SOIL_XNAP_001,
Extractable Ca,Soil,CA,S-CA-NH4AC.05,L_MODV2_SOIL_CA_003,Calcium,Calcium,,Ammonium Acetate,,ICP-OES / AAS,,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CA-NH4AC.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-CA-NH4AC.05,L_MODV2_SOIL_CA_003,,L_MODV2_SOIL_CA_003,
Fe,Soil,FE,S-FE-DTPA-SORB.05,L_MODV2_SOIL_FE_004,Iron,Iron,,DTPA-Sorbitol,,ICP-OES,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-FE-DTPA-SORB.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-FE-DTPA-SORB.05,L_MODV2_SOIL_FE_004,,L_MODV2_SOIL_FE_004,
H,Soil,H,,,Hydrogen,Hydrogen,,,,,meq/100 g,meq/100 g,,,,,,,,This was found on the Soil Analysis Report CSV but not listed on the Fee Schedule.,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
H_PCT,Soil,H_PCT,S-BS-H.19,L_MODV2_SOIL_HBS_001,Base Saturation - H,Base Saturation - H,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-H.19,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-BS-H.19,L_MODV2_SOIL_HBS_001,,L_MODV2_SOIL_HBS_001,
HCO3,Soil,HCO3,S-HCO3-SP.19,L_MODV2_SOIL_HCO3_001,Bicarbonate,Bicarbonate,Slurry,Slurry,ICP-OES,ICP-OES,meq/L,meq/L,,"meq/L, mg/L, ppm",meq/L,meq/L,,"meq/L, mg/L, [ppm]",S-HCO3-SP.19,Apparently base saturation of boron isn't recognized by modus v1 or v2 but AL West provides it,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-HCO3-SP.19,L_MODV2_SOIL_HCO3_001,,L_MODV2_SOIL_HCO3_001,
K,Soil,K,S-K-NH4AC.05,L_MODV2_SOIL_K_002,Potassium,Potassium,,Ammonium Acetate,,ICP-OES,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-K-NH4AC.05,L_MODV2_SOIL_K_002,,,
K_PCT,Soil,K_PCT,S-BS-K.19,L_MODV2_SOIL_KBS_001,Base Saturation - K,Base Saturation - K,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-K.19,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-BS-K.19,L_MODV2_SOIL_KBS_001,,L_MODV2_SOIL_KBS_001,
K-AA,Soil,K,,,Potassium,Potassium,,,,,ppm,ppm,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Lime Presence,Soil,EX__LIME,S-LR-SMP,L_MODV2_SOIL_LREC_007,Lime Recommendation,Lime Recommendation,,SMP,,Calculation,none,none,,kg/ha,[ston_av]/[acr_us],[ston_av]/[acr_us],,kg/har,S-LR-SMP,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-LR-SMP,L_MODV2_SOIL_LREC_007,,L_MODV2_SOIL_LREC_007,
Mg,Soil,MG,S-MG-NH4AC.05,L_MODV2_SOIL_MG_002,Magnesium,Magnesium,,Ammonium Acetate,,ICP-OES / AAS,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-MG-NH4AC.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-MG-NH4AC.05,L_MODV2_SOIL_MG_002,,L_MODV2_SOIL_MG_002,
MG_PCT,Soil,MG_PCT,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-BS-MG.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MGBS_001,
MG_SAT,Soil,MG_SAT,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,meq/100 g,meq/100 g,,%,%,%,,%,S-BS-MG.19,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-BS-MG.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MGBS_001,
Mn,Soil,MN,S-MN-DTPA-SORB.05,L_MODV2_SOIL_MN_003,Manganese,Manganese,,DTPA-Sorbitol,,ICP-OES,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-MN-DTPA-SORB.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-MN-DTPA-SORB.05,L_MODV2_SOIL_MN_003,,L_MODV2_SOIL_MN_003,
Molybdenum,Soil,MO,,,Molybdenum,Molybdenum,,,,,,,,,,,,,,A&L says they use DTPA so we should inquire with MODUS about this. There is no S-MO-DTPA-SORB.05 for Molybdenum. Molybdenum is also not listed in any packages.,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Na,Soil,NA,S-NA-NH4AC.05,L_MODV2_SOIL_NA_001,Sodium,Sodium,,Ammonium Acetate,,ICP-OES / AAS,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-NA-NH4AC.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-NA-NH4AC.05,L_MODV2_SOIL_NA_001,,L_MODV2_SOIL_NA_001,
NA_PCT,Soil,NA_PCT,S-BS-NA.19,L_MODV2_SOIL_NABS_001,Base Saturation - Na,Base Saturation - Na,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-NA.19,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-BS-NA.19,L_MODV2_SOIL_NABS_001,,L_MODV2_SOIL_NABS_001,
NA_SAT,Soil,NA_SAT,S-BS-NA.19,L_MODV2_SOIL_NABS_001,Base Saturation - Na,Base Saturation - Na,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,meq/100 g,meq/100 g,,%,%,%,,%,S-BS-NA.19,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-BS-NA.19,L_MODV2_SOIL_NABS_001,,L_MODV2_SOIL_NABS_001,
NH4-N,Soil,NH4,,,Ammonium-Nitrogen,Ammonium-Nitrogen,,,,,ppm,ppm,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
NO3-N,Soil,NO3_N,S-NO3-1:5.01.01,L_MODV2_SOIL_NO3N_010,Nitrate-Nitrogen,Nitrate-Nitrogen,,Potassium Chloride,,Cd Red/Spectrophotometric,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-NO3-1:5.01.01,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-NO3-1:5.01.01,L_MODV2_SOIL_NO3N_010,,L_MODV2_SOIL_NO3N_010,
OM (LOI),Soil,OM,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,Organic Matter,Organic Matter,,Loss on Ignition (LOI),,Gravimetric,,%,,"%, g/kg",%,%,,"%, g/kg",S-SOM-LOI.15,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-SOM-LOI.15,L_MODV2_SOIL_OM_004,,L_MODV2_SOIL_OM_004,
Organic Carbon (OC),Soil,,,,Organic Carbon,Organic Carbon,,,,,,,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Organic Matter (OM),Soil,OM,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,Organic Matter,Organic Matter,,Loss on Ignition (LOI),,Gravimetric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SOM-LOI.15,Several possible methods offered in https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/specialb/sb1001.pdf page 12.1,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-SOM-LOI.15,L_MODV2_SOIL_OM_004,,L_MODV2_SOIL_OM_004,
Particle Size Analysis - PSA - Sand,Soil,,,,Sand,Sand,,,,,%,%,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
PERCENT CATION SATURATION (COMPUTED),Soil,SAT_PCT,S-SP%.19,L_MODV2_SOIL_SS,Saturation Paste %,Saturation Paste %,,Balance,,Calculation,,%,,%,%,%,,%,S-SP%.19,This was found on the Soil Analysis Report CSV but not listed on the Fee Schedule.,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-SP%.19,L_MODV2_SOIL_SS,,L_MODV2_SOIL_SS,
PO4-P (Bray-P1),Soil,P1,S-P-B1-1:10.01.03,L_MODV2_SOIL_P_004,Phosphorus,Phosphorus,,Bray 1,,Spectrophotometric,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-P-B1-1:10.01.03,S-P-B1-1:10.01.03 or S-P-B1-1:7.01.03,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-P-B1-1:10.01.03,L_MODV2_SOIL_P_004,,L_MODV2_SOIL_P_004,
PO4-P (Bray-P2),Soil,P2,,,Phosphorus,Phosphorus,,,,,ppm,ppm,,,,,,,,S-P-B2-1:10.01.03 or S-P-B2-1:7.01.03,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
PO4-P (Olsen),Soil,HCO3_P,,,Phosphorus,Phosphorus,,,,,ppm,ppm,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
S,Soil,S,,,Sulfur,Sulfur,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
SAR,Soil,SAR,,,Sodium Adsorption Ratio,Sodium Adsorption Ratio,,,,,Ratio,Ratio,,,,,,,,Calculated: not an option in modus,Not in MODUS,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Silt Clay - Soil Texture,Soil,,,,Silt+Clay,Silt+Clay,,,,,%,%,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
SO4-S,Soil,SO4_S,S-S-NH4AC.05,L_MODV2_SOIL_S_002,Sulfate-Sulfur,Sulfur,,Ammonium Acetate,,ICP-OES,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-S-NH4AC.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-S-NH4AC.05,L_MODV2_SOIL_S_002,,L_MODV2_SOIL_S_002,
Soil pH,Soil,PH,S-PH-SP.02,L_MODV2_SOIL_PH_013,pH,pH,,Saturated Paste,,H+ ISE,,standard pH unit,,"standard units, s.u., none",,,,,S-PH-SP.02,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-PH-SP.02,L_MODV2_SOIL_PH_013,,L_MODV2_SOIL_PH_013,
Soluble Salts,Soil,S__SALTS,S-SS.19,L_MODV2_SOIL_SS_001,Soluble Salts,Soluble Salts,Saturated Paste,Saturated Paste,Electrical Conductivity,Electrical Conductivity,mmhos/cm,mmhos/cm,,ppm,[ppm],[ppm],,[ppm],S-SS.19,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-SS.19,L_MODV2_SOIL_SS_001,,L_MODV2_SOIL_SS_001,
Total N,Soil,TN,,,"""Nitrogen, Total""","""Nitrogen, Total""",,,,,,,,,,,,,,,Need more info from lab,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
Zn,Soil,ZN,S-ZN-DTPA-SORB.05,L_MODV2_SOIL_ZN_003,Zinc,Zinc,,DTPA-Sorbitol,,ICP-OES,ppm,ppm,,ppm,mg/kg,mg/kg,,[ppm],S-ZN-DTPA-SORB.05,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",S-ZN-DTPA-SORB.05,L_MODV2_SOIL_ZN_003,,L_MODV2_SOIL_ZN_003,
AL,Plant,AL,,,Aluminum,Aluminum,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
B,Plant,B,,,Boron,Boron,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
CA,Plant,CA,,,Calcium,Calcium,,,,,%,%,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
CL,Plant,CL,,,Chloride,Chloride,,,,,%,%,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
CU,Plant,CU,,,Copper,Copper,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
FE,Plant,FE,,,Iron,Iron,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
K,Plant,K,,,Potassium,Potassium,,,,,%,%,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
K_EXT,Plant,K_EXT,,,,,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
MG,Plant,MG,,,Magnesium,Magnesium,,,,,%,%,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
MN,Plant,MN,,,Manganese,Manganese,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
MO,Plant,MO,,,Molybdenum,Molybdenum,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
N,Plant,N,,,Nitrogen,Nitrogen,,,,,%,%,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
NA,Plant,NA,,,Sodium,Sodium,,,,,%,%,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
NO3_N,Plant,NO3_N,,,Nitrate-Nitrogen,Nitrate-Nitrogen,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
P,Plant,P,,,Phosphorus,Phosphorus,,,,,%,%,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
PO4_P,Plant,PO4_P,,,phosphate,phosphate,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
S,Plant,S,,,Sulfur,Sulfur,,,,,%,%,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
SO4_S,Plant,SO4_S,,,Sulfate-Sulfur,Sulfate-Sulfur,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
ZN,Plant,ZN,,,Zinc,Zinc,,,,,ppm,ppm,,,,,,,,,,"""A&L Western Agricultural Labs - Modesto, CA""","A&L Western Agricultural Labs - Modesto, CA",,,,,
 P,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",,,,,
B,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",,,,,
Ca,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",,,,,
CEC,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",,,,,
Cl,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",,,,,
Cu,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",,,,,
Eff,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",,,,,
Fe,Soil,,S-FE-DTPA.05,L_MODV2_SOIL_FE_003,Iron,Iron,DTPA,DTPA,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-FE-DTPA.05,"Two possible methods, double check with lab",Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",S-FE-DTPA.05,L_MODV2_SOIL_FE_003,,L_MODV2_SOIL_FE_003,
K,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",,,,,
Mg,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ag Test LLC - Kittitas, WA""","Ag Test LLC - Kittitas, WA",,,,,
